,label
29459,frog
29460,dog
29461,cat
29462,cat
29463,cat
29464,cat
29465,dog
29466,deer
29467,frog
29468,frog
29469,frog
29470,frog
29471,frog
29472,bird
29473,truck
29474,ship
29475,automobile
29476,frog
29477,horse
29478,horse
29479,horse
29480,horse
29481,deer
29482,ship
29483,ship
29484,ship
29485,deer
29486,frog
29487,truck
29488,ship
29489,dog
29490,frog
29491,dog
29492,frog
29493,ship
29494,truck
29495,ship
29496,automobile
29497,horse
29498,horse
29499,automobile
29500,automobile
29501,ship
29502,frog
29503,truck
29504,truck
29505,frog
29506,truck
29507,dog
29508,ship
29509,horse
29510,horse
29511,truck
29512,truck
29513,ship
29514,ship
29515,truck
29516,truck
29517,frog
29518,deer
29519,ship
29520,frog
29521,frog
29522,dog
29523,dog
29524,frog
29525,frog
29526,frog
29527,frog
29528,frog
29529,automobile
29530,truck
29531,frog
29532,frog
29533,frog
29534,frog
29535,dog
29536,horse
29537,bird
29538,frog
29539,frog
29540,frog
29541,frog
29542,bird
29543,bird
29544,dog
29545,frog
29546,truck
29547,truck
29548,dog
29549,frog
29550,frog
29551,deer
29552,ship
29553,frog
29554,dog
29555,dog
29556,dog
29557,bird
29558,deer
29559,truck
29560,frog
29561,deer
29562,frog
29563,truck
29564,frog
29565,frog
29566,automobile
29567,automobile
29568,ship
29569,frog
29570,frog
29571,dog
29572,dog
29573,dog
29574,frog
29575,truck
29576,dog
29577,deer
29578,deer
29579,ship
29580,dog
29581,truck
29582,truck
29583,frog
29584,frog
29585,ship
29586,ship
29587,truck
29588,frog
29589,ship
29590,truck
29591,truck
29592,automobile
29593,horse
29594,dog
29595,dog
29596,frog
29597,ship
29598,bird
29599,bird
29600,bird
29601,frog
29602,dog
29603,dog
29604,dog
29605,truck
29606,frog
29607,dog
29608,dog
29609,dog
29610,truck
29611,deer
29612,bird
29613,deer
29614,truck
29615,deer
29616,dog
29617,deer
29618,ship
29619,frog
29620,frog
29621,automobile
29622,automobile
29623,frog
29624,deer
29625,deer
29626,frog
29627,horse
29628,frog
29629,frog
29630,frog
29631,frog
29632,automobile
29633,automobile
29634,dog
29635,dog
29636,deer
29637,frog
29638,frog
29639,frog
29640,frog
29641,frog
29642,horse
29643,automobile
29644,deer
29645,deer
29646,frog
29647,ship
29648,frog
29649,deer
29650,frog
29651,frog
29652,truck
29653,deer
29654,automobile
29655,horse
29656,horse
29657,frog
29658,frog
29659,horse
29660,ship
29661,frog
29662,dog
29663,automobile
29664,deer
29665,truck
29666,truck
29667,deer
29668,ship
29669,ship
29670,automobile
29671,frog
29672,truck
29673,truck
29674,frog
29675,automobile
29676,truck
29677,automobile
29678,frog
29679,frog
29680,bird
29681,truck
29682,frog
29683,cat
29684,dog
29685,frog
29686,deer
29687,truck
29688,dog
29689,deer
29690,dog
29691,ship
29692,dog
29693,truck
29694,automobile
29695,truck
29696,truck
29697,frog
29698,ship
29699,frog
29700,automobile
29701,automobile
29702,dog
29703,dog
29704,frog
29705,frog
29706,frog
29707,deer
29708,ship
29709,ship
29710,frog
29711,ship
29712,automobile
29713,automobile
29714,dog
29715,automobile
29716,horse
29717,deer
29718,frog
29719,dog
29720,dog
29721,dog
29722,deer
29723,automobile
29724,frog
29725,truck
29726,dog
29727,dog
29728,dog
29729,ship
29730,truck
29731,frog
29732,truck
29733,truck
29734,automobile
29735,automobile
29736,bird
29737,frog
29738,frog
29739,bird
29740,truck
29741,truck
29742,horse
29743,frog
29744,frog
29745,truck
29746,truck
29747,ship
29748,ship
29749,frog
29750,horse
29751,automobile
29752,truck
29753,frog
29754,truck
29755,frog
29756,frog
29757,dog
29758,dog
29759,frog
29760,frog
29761,frog
29762,automobile
29763,ship
29764,ship
29765,ship
29766,frog
29767,deer
29768,deer
29769,frog
29770,dog
29771,frog
29772,frog
29773,frog
29774,horse
29775,dog
29776,dog
29777,dog
29778,frog
29779,frog
29780,bird
29781,horse
29782,horse
29783,horse
29784,horse
29785,truck
29786,automobile
29787,automobile
29788,ship
29789,ship
29790,ship
29791,frog
29792,ship
29793,frog
29794,truck
29795,deer
29796,horse
29797,cat
29798,frog
29799,frog
29800,dog
29801,dog
29802,deer
29803,frog
29804,frog
29805,dog
29806,truck
29807,frog
29808,frog
29809,automobile
29810,frog
29811,frog
29812,ship
29813,automobile
29814,frog
29815,frog
29816,horse
29817,dog
29818,dog
29819,dog
29820,frog
29821,ship
29822,ship
29823,ship
29824,deer
29825,truck
29826,frog
29827,frog
29828,frog
29829,deer
29830,truck
29831,truck
29832,horse
29833,ship
29834,frog
29835,dog
29836,dog
29837,dog
29838,truck
29839,frog
29840,deer
29841,truck
29842,frog
29843,frog
29844,truck
29845,truck
29846,deer
29847,frog
29848,frog
29849,automobile
29850,frog
29851,ship
29852,truck
29853,truck
29854,truck
29855,ship
29856,frog
29857,truck
29858,frog
29859,frog
29860,frog
29861,frog
29862,dog
29863,dog
29864,automobile
29865,deer
29866,frog
29867,frog
29868,truck
29869,deer
29870,frog
29871,frog
29872,dog
29873,truck
29874,truck
29875,frog
29876,automobile
29877,frog
29878,dog
29879,dog
29880,dog
29881,ship
29882,frog
29883,ship
29884,deer
29885,frog
29886,frog
29887,frog
29888,automobile
29889,automobile
29890,automobile
29891,automobile
29892,frog
29893,deer
29894,deer
29895,ship
29896,ship
29897,dog
29898,dog
29899,dog
29900,horse
29901,horse
29902,truck
29903,frog
29904,truck
29905,truck
29906,automobile
29907,automobile
29908,deer
29909,frog
29910,frog
29911,truck
29912,truck
29913,frog
29914,frog
29915,truck
29916,truck
29917,frog
29918,ship
29919,automobile
29920,automobile
29921,frog
29922,frog
29923,frog
29924,dog
29925,ship
29926,frog
29927,truck
29928,truck
29929,frog
29930,ship
29931,ship
29932,ship
29933,truck
29934,ship
29935,ship
29936,ship
29937,dog
29938,dog
29939,ship
29940,ship
29941,ship
29942,ship
29943,frog
29944,automobile
29945,automobile
29946,horse
29947,horse
29948,frog
29949,dog
29950,dog
29951,bird
29952,bird
29953,frog
29954,truck
29955,ship
29956,frog
29957,truck
29958,horse
29959,truck
29960,ship
29961,ship
29962,ship
29963,dog
29964,dog
29965,frog
29966,truck
29967,dog
29968,truck
29969,ship
29970,frog
29971,deer
29972,frog
29973,ship
29974,frog
29975,frog
29976,horse
29977,horse
29978,horse
29979,automobile
29980,deer
29981,deer
29982,deer
29983,dog
29984,bird
29985,dog
29986,truck
29987,automobile
29988,ship
29989,deer
29990,deer
29991,truck
29992,truck
29993,automobile
29994,automobile
29995,dog
29996,deer
29997,dog
29998,dog
29999,frog
30000,frog
30001,horse
30002,automobile
30003,dog
30004,frog
30005,horse
30006,frog
30007,truck
30008,truck
30009,frog
30010,frog
30011,frog
30012,dog
30013,frog
30014,frog
30015,deer
30016,deer
30017,frog
30018,dog
30019,automobile
30020,cat
30021,deer
30022,deer
30023,deer
30024,deer
30025,frog
30026,cat
30027,ship
30028,ship
30029,deer
30030,bird
30031,bird
30032,bird
30033,bird
30034,frog
30035,automobile
30036,automobile
30037,truck
30038,truck
30039,truck
30040,frog
30041,deer
30042,dog
30043,dog
30044,frog
30045,deer
30046,frog
30047,automobile
30048,automobile
30049,automobile
30050,automobile
30051,ship
30052,truck
30053,deer
30054,dog
30055,dog
30056,dog
30057,dog
30058,frog
30059,truck
30060,truck
30061,truck
30062,truck
30063,ship
30064,ship
30065,automobile
30066,frog
30067,truck
30068,frog
30069,automobile
30070,automobile
30071,automobile
30072,ship
30073,bird
30074,automobile
30075,automobile
30076,dog
30077,frog
30078,deer
30079,automobile
30080,truck
30081,automobile
30082,frog
30083,horse
30084,horse
30085,frog
30086,frog
30087,automobile
30088,ship
30089,ship
30090,frog
30091,frog
30092,ship
30093,truck
30094,truck
30095,truck
30096,deer
30097,horse
30098,dog
30099,dog
30100,frog
30101,frog
30102,truck
30103,frog
30104,horse
30105,frog
30106,frog
30107,frog
30108,frog
30109,dog
30110,dog
30111,frog
30112,frog
30113,horse
30114,ship
30115,ship
30116,dog
30117,dog
30118,horse
30119,truck
30120,frog
30121,frog
30122,dog
30123,dog
30124,ship
30125,horse
30126,horse
30127,frog
30128,truck
30129,bird
30130,ship
30131,cat
30132,truck
30133,automobile
30134,dog
30135,dog
30136,truck
30137,truck
30138,dog
30139,dog
30140,automobile
30141,horse
30142,horse
30143,dog
30144,horse
30145,ship
30146,ship
30147,ship
30148,truck
30149,cat
30150,dog
30151,truck
30152,cat
30153,ship
30154,ship
30155,frog
30156,frog
30157,truck
30158,truck
30159,dog
30160,horse
30161,truck
30162,truck
30163,deer
30164,frog
30165,frog
30166,frog
30167,automobile
30168,frog
30169,truck
30170,frog
30171,frog
30172,ship
30173,frog
30174,dog
30175,dog
30176,truck
30177,truck
30178,ship
30179,truck
30180,frog
30181,frog
30182,frog
30183,frog
30184,frog
30185,horse
30186,truck
30187,horse
30188,horse
30189,horse
30190,deer
30191,deer
30192,deer
30193,dog
30194,frog
30195,frog
30196,frog
30197,dog
30198,deer
30199,horse
30200,deer
30201,frog
30202,frog
30203,frog
30204,horse
30205,frog
30206,automobile
30207,truck
30208,dog
30209,frog
30210,frog
30211,frog
30212,automobile
30213,frog
30214,dog
30215,dog
30216,frog
30217,frog
30218,dog
30219,ship
30220,ship
30221,truck
30222,ship
30223,automobile
30224,automobile
30225,frog
30226,frog
30227,deer
30228,deer
30229,bird
30230,horse
30231,horse
30232,frog
30233,frog
30234,deer
30235,horse
30236,horse
30237,frog
30238,frog
30239,automobile
30240,frog
30241,ship
30242,bird
30243,truck
30244,frog
30245,automobile
30246,ship
30247,ship
30248,truck
30249,dog
30250,frog
30251,frog
30252,frog
30253,ship
30254,truck
30255,truck
30256,horse
30257,deer
30258,frog
30259,frog
30260,frog
30261,dog
30262,dog
30263,truck
30264,truck
30265,horse
30266,frog
30267,ship
30268,automobile
30269,automobile
30270,automobile
30271,ship
30272,ship
30273,ship
30274,truck
30275,horse
30276,ship
30277,deer
30278,frog
30279,truck
30280,frog
30281,dog
30282,horse
30283,frog
30284,dog
30285,frog
30286,truck
30287,frog
30288,automobile
30289,dog
30290,dog
30291,dog
30292,frog
30293,dog
30294,frog
30295,frog
30296,ship
30297,frog
30298,frog
30299,horse
30300,ship
30301,automobile
30302,dog
30303,frog
30304,ship
30305,ship
30306,frog
30307,frog
30308,frog
30309,dog
30310,truck
30311,automobile
30312,truck
30313,frog
30314,dog
30315,cat
30316,bird
30317,frog
30318,bird
30319,dog
30320,dog
30321,truck
30322,frog
30323,horse
30324,horse
30325,frog
30326,frog
30327,frog
30328,truck
30329,ship
30330,ship
30331,dog
30332,dog
30333,automobile
30334,automobile
30335,automobile
30336,bird
30337,bird
30338,dog
30339,dog
30340,dog
30341,bird
30342,frog
30343,dog
30344,frog
30345,truck
30346,truck
30347,automobile
30348,automobile
30349,truck
30350,dog
30351,horse
30352,automobile
30353,frog
30354,frog
30355,frog
30356,truck
30357,horse
30358,automobile
30359,frog
30360,automobile
30361,automobile
30362,frog
30363,frog
30364,automobile
30365,automobile
30366,frog
30367,truck
30368,dog
30369,deer
30370,horse
30371,bird
30372,frog
30373,dog
30374,dog
30375,cat
30376,deer
30377,deer
30378,dog
30379,dog
30380,truck
30381,ship
30382,dog
30383,truck
30384,truck
30385,automobile
30386,frog
30387,frog
30388,frog
30389,automobile
30390,deer
30391,ship
30392,frog
30393,truck
30394,frog
30395,frog
30396,dog
30397,dog
30398,dog
30399,dog
30400,truck
30401,truck
30402,deer
30403,frog
30404,horse
30405,truck
30406,automobile
30407,frog
30408,frog
30409,frog
30410,ship
30411,frog
30412,truck
30413,frog
30414,bird
30415,deer
30416,frog
30417,truck
30418,ship
30419,ship
30420,dog
30421,dog
30422,dog
30423,automobile
30424,ship
30425,ship
30426,frog
30427,truck
30428,truck
30429,frog
30430,dog
30431,truck
30432,dog
30433,truck
30434,frog
30435,ship
30436,bird
30437,frog
30438,frog
30439,frog
30440,automobile
30441,automobile
30442,horse
30443,horse
30444,ship
30445,horse
30446,horse
30447,frog
30448,dog
30449,truck
30450,frog
30451,dog
30452,frog
30453,frog
30454,automobile
30455,automobile
30456,bird
30457,frog
30458,truck
30459,deer
30460,frog
30461,frog
30462,dog
30463,automobile
30464,dog
30465,dog
30466,horse
30467,frog
30468,bird
30469,frog
30470,frog
30471,deer
30472,truck
30473,frog
30474,dog
30475,dog
30476,dog
30477,deer
30478,automobile
30479,frog
30480,automobile
30481,automobile
30482,horse
30483,truck
30484,ship
30485,dog
30486,frog
30487,dog
30488,dog
30489,dog
30490,frog
30491,frog
30492,frog
30493,truck
30494,truck
30495,frog
30496,frog
30497,horse
30498,horse
30499,automobile
30500,automobile
30501,dog
30502,frog
30503,truck
30504,truck
30505,ship
30506,frog
30507,deer
30508,horse
30509,horse
30510,dog
30511,deer
30512,frog
30513,frog
30514,frog
30515,truck
30516,truck
30517,frog
30518,ship
30519,ship
30520,dog
30521,dog
30522,truck
30523,cat
30524,cat
30525,frog
30526,truck
30527,cat
30528,horse
30529,horse
30530,truck
30531,truck
30532,automobile
30533,automobile
30534,automobile
30535,frog
30536,frog
30537,frog
30538,horse
30539,horse
30540,horse
30541,dog
30542,frog
30543,frog
30544,dog
30545,ship
30546,ship
30547,ship
30548,deer
30549,bird
30550,horse
30551,deer
30552,bird
30553,bird
30554,automobile
30555,ship
30556,automobile
30557,horse
30558,truck
30559,frog
30560,frog
30561,cat
30562,dog
30563,truck
30564,deer
30565,frog
30566,truck
30567,truck
30568,horse
30569,frog
30570,dog
30571,ship
30572,ship
30573,horse
30574,truck
30575,dog
30576,truck
30577,truck
30578,automobile
30579,truck
30580,truck
30581,ship
30582,ship
30583,automobile
30584,ship
30585,ship
30586,deer
30587,dog
30588,frog
30589,horse
30590,deer
30591,deer
30592,deer
30593,frog
30594,dog
30595,frog
30596,ship
30597,automobile
30598,automobile
30599,automobile
30600,automobile
30601,frog
30602,ship
30603,ship
30604,cat
30605,cat
30606,cat
30607,dog
30608,dog
30609,horse
30610,dog
30611,frog
30612,frog
30613,frog
30614,frog
30615,bird
30616,frog
30617,frog
30618,horse
30619,ship
30620,ship
30621,frog
30622,frog
30623,truck
30624,automobile
30625,automobile
30626,frog
30627,frog
30628,ship
30629,ship
30630,ship
30631,ship
30632,frog
30633,bird
30634,bird
30635,bird
30636,bird
30637,frog
30638,truck
30639,truck
30640,dog
30641,ship
30642,truck
30643,deer
30644,deer
30645,dog
30646,ship
30647,frog
30648,frog
30649,truck
30650,truck
30651,horse
30652,dog
30653,truck
30654,dog
30655,dog
30656,frog
30657,frog
30658,frog
30659,ship
30660,ship
30661,dog
30662,truck
30663,truck
30664,truck
30665,truck
30666,ship
30667,ship
30668,ship
30669,frog
30670,frog
30671,frog
30672,frog
30673,frog
30674,frog
30675,frog
30676,frog
30677,dog
30678,dog
30679,automobile
30680,deer
30681,horse
30682,deer
30683,deer
30684,deer
30685,horse
30686,automobile
30687,ship
30688,ship
30689,truck
30690,frog
30691,bird
30692,ship
30693,truck
30694,truck
30695,deer
30696,deer
30697,cat
30698,ship
30699,truck
30700,frog
30701,dog
30702,frog
30703,frog
30704,dog
30705,frog
30706,frog
30707,horse
30708,horse
30709,frog
30710,frog
30711,frog
30712,frog
30713,automobile
30714,deer
30715,truck
30716,truck
30717,dog
30718,ship
30719,dog
30720,horse
30721,frog
30722,frog
30723,ship
30724,ship
30725,ship
30726,automobile
30727,automobile
30728,frog
30729,horse
30730,truck
30731,bird
30732,bird
30733,bird
30734,bird
30735,bird
30736,dog
30737,frog
30738,frog
30739,truck
30740,frog
30741,frog
30742,cat
30743,dog
30744,dog
30745,deer
30746,dog
30747,automobile
30748,frog
30749,ship
30750,truck
30751,frog
30752,frog
30753,frog
30754,deer
30755,horse
30756,truck
30757,dog
30758,dog
30759,truck
30760,truck
30761,ship
30762,bird
30763,dog
30764,dog
30765,frog
30766,frog
30767,dog
30768,cat
30769,frog
30770,ship
30771,truck
30772,truck
30773,truck
30774,automobile
30775,automobile
30776,truck
30777,truck
30778,dog
30779,frog
30780,dog
30781,truck
30782,deer
30783,frog
30784,frog
30785,truck
30786,truck
30787,truck
30788,truck
30789,ship
30790,frog
30791,deer
30792,deer
30793,frog
30794,frog
30795,ship
30796,ship
30797,ship
30798,deer
30799,deer
30800,deer
30801,deer
30802,frog
30803,automobile
30804,horse
30805,frog
30806,deer
30807,truck
30808,frog
30809,dog
30810,deer
30811,frog
30812,truck
30813,truck
30814,frog
30815,frog
30816,ship
30817,frog
30818,frog
30819,frog
30820,dog
30821,dog
30822,dog
30823,dog
30824,dog
30825,automobile
30826,frog
30827,ship
30828,truck
30829,frog
30830,truck
30831,truck
30832,dog
30833,frog
30834,truck
30835,horse
30836,horse
30837,frog
30838,frog
30839,horse
30840,frog
30841,horse
30842,horse
30843,frog
30844,frog
30845,ship
30846,frog
30847,automobile
30848,ship
30849,ship
30850,frog
30851,truck
30852,truck
30853,deer
30854,deer
30855,frog
30856,truck
30857,truck
30858,frog
30859,dog
30860,truck
30861,truck
30862,truck
30863,frog
30864,frog
30865,frog
30866,automobile
30867,dog
30868,dog
30869,dog
30870,dog
30871,dog
30872,truck
30873,frog
30874,automobile
30875,dog
30876,horse
30877,truck
30878,frog
30879,frog
30880,frog
30881,frog
30882,frog
30883,dog
30884,horse
30885,frog
30886,bird
30887,bird
30888,deer
30889,ship
30890,deer
30891,ship
30892,ship
30893,frog
30894,frog
30895,horse
30896,automobile
30897,cat
30898,horse
30899,ship
30900,ship
30901,automobile
30902,automobile
30903,automobile
30904,truck
30905,ship
30906,ship
30907,frog
30908,ship
30909,frog
30910,frog
30911,frog
30912,frog
30913,automobile
30914,automobile
30915,automobile
30916,bird
30917,dog
30918,dog
30919,frog
30920,frog
30921,frog
30922,frog
30923,ship
30924,frog
30925,frog
30926,frog
30927,frog
30928,automobile
30929,truck
30930,frog
30931,ship
30932,ship
30933,truck
30934,frog
30935,horse
30936,bird
30937,horse
30938,ship
30939,horse
30940,dog
30941,frog
30942,ship
30943,ship
30944,ship
30945,frog
30946,frog
30947,ship
30948,frog
30949,frog
30950,automobile
30951,ship
30952,ship
30953,frog
30954,dog
30955,truck
30956,ship
30957,frog
30958,truck
30959,frog
30960,frog
30961,frog
30962,ship
30963,ship
30964,ship
30965,automobile
30966,frog
30967,horse
30968,ship
30969,ship
30970,ship
30971,frog
30972,frog
30973,frog
30974,frog
30975,horse
30976,automobile
30977,cat
30978,cat
30979,frog
30980,frog
30981,frog
30982,truck
30983,bird
30984,deer
30985,dog
30986,automobile
30987,frog
30988,horse
30989,dog
30990,dog
30991,dog
30992,dog
30993,frog
30994,frog
30995,bird
30996,frog
30997,frog
30998,frog
30999,frog
31000,frog
31001,frog
31002,frog
31003,frog
31004,dog
31005,truck
31006,frog
31007,deer
31008,deer
31009,ship
31010,automobile
31011,truck
31012,ship
31013,frog
31014,horse
31015,dog
31016,frog
31017,horse
31018,horse
31019,dog
31020,dog
31021,frog
31022,dog
31023,frog
31024,ship
31025,dog
31026,dog
31027,bird
31028,bird
31029,horse
31030,horse
31031,deer
31032,dog
31033,truck
31034,deer
31035,frog
31036,frog
31037,deer
31038,deer
31039,deer
31040,truck
31041,frog
31042,frog
31043,frog
31044,frog
31045,frog
31046,dog
31047,dog
31048,horse
31049,frog
31050,dog
31051,frog
31052,frog
31053,dog
31054,dog
31055,frog
31056,dog
31057,automobile
31058,frog
31059,frog
31060,frog
31061,cat
31062,frog
31063,dog
31064,deer
31065,dog
31066,frog
31067,ship
31068,truck
31069,automobile
31070,ship
31071,deer
31072,deer
31073,frog
31074,frog
31075,frog
31076,frog
31077,frog
31078,ship
31079,dog
31080,deer
31081,deer
31082,frog
31083,truck
31084,truck
31085,deer
31086,automobile
31087,frog
31088,automobile
31089,bird
31090,truck
31091,frog
31092,dog
31093,frog
31094,dog
31095,dog
31096,ship
31097,truck
31098,truck
31099,truck
31100,frog
31101,automobile
31102,automobile
31103,frog
31104,ship
31105,ship
31106,automobile
31107,ship
31108,truck
31109,truck
31110,frog
31111,frog
31112,frog
31113,frog
31114,truck
31115,truck
31116,truck
31117,truck
31118,dog
31119,frog
31120,deer
31121,dog
31122,truck
31123,frog
31124,truck
31125,deer
31126,deer
31127,frog
31128,deer
31129,frog
31130,horse
31131,frog
31132,frog
31133,bird
31134,frog
31135,frog
31136,frog
31137,frog
31138,bird
31139,automobile
31140,horse
31141,horse
31142,frog
31143,frog
31144,frog
31145,ship
31146,ship
31147,bird
31148,frog
31149,dog
31150,dog
31151,frog
31152,frog
31153,frog
31154,frog
31155,ship
31156,ship
31157,dog
31158,dog
31159,dog
31160,automobile
31161,frog
31162,deer
31163,truck
31164,automobile
31165,dog
31166,dog
31167,dog
31168,frog
31169,ship
31170,frog
31171,frog
31172,frog
31173,horse
31174,frog
31175,truck
31176,frog
31177,truck
31178,horse
31179,horse
31180,deer
31181,ship
31182,frog
31183,automobile
31184,ship
31185,ship
31186,dog
31187,frog
31188,truck
31189,deer
31190,ship
31191,ship
31192,bird
31193,bird
31194,truck
31195,truck
31196,horse
31197,horse
31198,frog
31199,frog
31200,dog
31201,bird
31202,truck
31203,truck
31204,automobile
31205,ship
31206,ship
31207,horse
31208,horse
31209,truck
31210,truck
31211,truck
31212,deer
31213,dog
31214,dog
31215,dog
31216,ship
31217,frog
31218,frog
31219,dog
31220,dog
31221,ship
31222,frog
31223,frog
31224,horse
31225,frog
31226,frog
31227,horse
31228,frog
31229,frog
31230,frog
31231,frog
31232,frog
31233,frog
31234,truck
31235,truck
31236,frog
31237,truck
31238,frog
31239,frog
31240,deer
31241,dog
31242,dog
31243,truck
31244,ship
31245,ship
31246,ship
31247,dog
31248,truck
31249,frog
31250,frog
31251,dog
31252,ship
31253,dog
31254,ship
31255,frog
31256,frog
31257,bird
31258,frog
31259,frog
31260,dog
31261,dog
31262,frog
31263,frog
31264,frog
31265,dog
31266,automobile
31267,ship
31268,ship
31269,frog
31270,horse
31271,horse
31272,horse
31273,automobile
31274,frog
31275,automobile
31276,frog
31277,deer
31278,deer
31279,dog
31280,frog
31281,frog
31282,horse
31283,frog
31284,frog
31285,deer
31286,horse
31287,horse
31288,automobile
31289,automobile
31290,automobile
31291,automobile
31292,ship
31293,ship
31294,bird
31295,frog
31296,frog
31297,ship
31298,automobile
31299,dog
31300,deer
31301,automobile
31302,frog
31303,dog
31304,frog
31305,frog
31306,frog
31307,ship
31308,horse
31309,frog
31310,dog
31311,dog
31312,automobile
31313,frog
31314,frog
31315,dog
31316,automobile
31317,dog
31318,ship
31319,bird
31320,deer
31321,truck
31322,dog
31323,ship
31324,truck
31325,bird
31326,dog
31327,frog
31328,dog
31329,ship
31330,truck
31331,truck
31332,dog
31333,ship
31334,ship
31335,ship
31336,truck
31337,dog
31338,dog
31339,frog
31340,frog
31341,cat
31342,cat
31343,frog
31344,truck
31345,truck
31346,automobile
31347,frog
31348,frog
31349,deer
31350,truck
31351,truck
31352,truck
31353,dog
31354,ship
31355,ship
31356,frog
31357,frog
31358,horse
31359,ship
31360,truck
31361,deer
31362,deer
31363,automobile
31364,frog
31365,frog
31366,dog
31367,frog
31368,ship
31369,frog
31370,frog
31371,truck
31372,frog
31373,automobile
31374,frog
31375,frog
31376,frog
31377,dog
31378,frog
31379,automobile
31380,ship
31381,automobile
31382,dog
31383,ship
31384,frog
31385,frog
31386,dog
31387,ship
31388,automobile
31389,dog
31390,frog
31391,frog
31392,frog
31393,dog
31394,dog
31395,frog
31396,frog
31397,deer
31398,ship
31399,ship
31400,truck
31401,truck
31402,frog
31403,truck
31404,ship
31405,cat
31406,truck
31407,frog
31408,horse
31409,automobile
31410,cat
31411,frog
31412,frog
31413,frog
31414,frog
31415,frog
31416,frog
31417,horse
31418,dog
31419,automobile
31420,automobile
31421,automobile
31422,horse
31423,truck
31424,truck
31425,ship
31426,truck
31427,truck
31428,truck
31429,horse
31430,ship
31431,frog
31432,automobile
31433,ship
31434,deer
31435,frog
31436,frog
31437,cat
31438,automobile
31439,automobile
31440,deer
31441,frog
31442,truck
31443,dog
31444,dog
31445,horse
31446,horse
31447,bird
31448,horse
31449,truck
31450,automobile
31451,automobile
31452,automobile
31453,automobile
31454,truck
31455,truck
31456,truck
31457,truck
31458,frog
31459,deer
31460,horse
31461,bird
31462,truck
31463,dog
31464,dog
31465,bird
31466,dog
31467,dog
31468,dog
31469,truck
31470,dog
31471,ship
31472,automobile
31473,cat
31474,truck
31475,dog
31476,dog
31477,ship
31478,ship
31479,frog
31480,frog
31481,truck
31482,truck
31483,dog
31484,frog
31485,frog
31486,ship
31487,dog
31488,frog
31489,frog
31490,frog
31491,automobile
31492,automobile
31493,bird
31494,bird
31495,frog
31496,frog
31497,ship
31498,truck
31499,dog
31500,horse
31501,ship
31502,bird
31503,frog
31504,horse
31505,automobile
31506,truck
31507,frog
31508,truck
31509,truck
31510,truck
31511,automobile
31512,automobile
31513,ship
31514,truck
31515,frog
31516,frog
31517,bird
31518,truck
31519,bird
31520,bird
31521,frog
31522,bird
31523,bird
31524,ship
31525,frog
31526,frog
31527,frog
31528,dog
31529,ship
31530,frog
31531,frog
31532,truck
31533,frog
31534,frog
31535,truck
31536,truck
31537,truck
31538,frog
31539,truck
31540,frog
31541,ship
31542,truck
31543,truck
31544,truck
31545,frog
31546,frog
31547,frog
31548,frog
31549,dog
31550,frog
31551,bird
31552,bird
31553,automobile
31554,dog
31555,dog
31556,bird
31557,bird
31558,dog
31559,automobile
31560,automobile
31561,automobile
31562,automobile
31563,dog
31564,dog
31565,frog
31566,dog
31567,ship
31568,bird
31569,dog
31570,horse
31571,horse
31572,frog
31573,bird
31574,truck
31575,dog
31576,frog
31577,ship
31578,automobile
31579,dog
31580,dog
31581,frog
31582,truck
31583,dog
31584,frog
31585,truck
31586,deer
31587,ship
31588,truck
31589,frog
31590,frog
31591,frog
31592,bird
31593,bird
31594,bird
31595,bird
31596,dog
31597,frog
31598,horse
31599,frog
31600,frog
31601,frog
31602,frog
31603,frog
31604,truck
31605,truck
31606,ship
31607,frog
31608,frog
31609,frog
31610,automobile
31611,dog
31612,bird
31613,frog
31614,truck
31615,frog
31616,ship
31617,ship
31618,ship
31619,truck
31620,frog
31621,frog
31622,dog
31623,dog
31624,dog
31625,truck
31626,truck
31627,horse
31628,frog
31629,ship
31630,frog
31631,horse
31632,truck
31633,deer
31634,frog
31635,frog
31636,ship
31637,cat
31638,truck
31639,ship
31640,frog
31641,frog
31642,frog
31643,frog
31644,truck
31645,ship
31646,ship
31647,ship
31648,ship
31649,ship
31650,ship
31651,dog
31652,dog
31653,frog
31654,frog
31655,deer
31656,frog
31657,automobile
31658,horse
31659,ship
31660,horse
31661,truck
31662,dog
31663,automobile
31664,ship
31665,automobile
31666,frog
31667,frog
31668,horse
31669,horse
31670,ship
31671,ship
31672,ship
31673,ship
31674,ship
31675,ship
31676,dog
31677,frog
31678,frog
31679,frog
31680,frog
31681,ship
31682,horse
31683,automobile
31684,frog
31685,frog
31686,dog
31687,automobile
31688,automobile
31689,dog
31690,frog
31691,frog
31692,bird
31693,truck
31694,truck
31695,truck
31696,truck
31697,truck
31698,truck
31699,frog
31700,truck
31701,truck
31702,frog
31703,deer
31704,truck
31705,horse
31706,frog
31707,frog
31708,frog
31709,frog
31710,frog
31711,horse
31712,frog
31713,deer
31714,horse
31715,bird
31716,bird
31717,bird
31718,ship
31719,dog
31720,frog
31721,frog
31722,frog
31723,automobile
31724,dog
31725,ship
31726,dog
31727,ship
31728,frog
31729,frog
31730,dog
31731,ship
31732,dog
31733,frog
31734,frog
31735,automobile
31736,automobile
31737,truck
31738,frog
31739,horse
31740,ship
31741,frog
31742,dog
31743,automobile
31744,deer
31745,deer
31746,frog
31747,dog
31748,frog
31749,deer
31750,truck
31751,truck
31752,ship
31753,frog
31754,frog
31755,automobile
